~from,~to
67026,75916
33917,75916
13377,63503
100497,62035
96912,62035
11273,11102
28156,24105
103521,69645
92265,80713
102523,123293
109538,109538
72981,46321
110632,90428
17863,10092
115715,5985
59899,5985
118092,43611
19382,45096
32148,45096
96374,96374
88254,62756
54120,109791
103206,148
5733,105317
18290,64040
92189,27303
129716,85693
109516,114473
5485,773
94404,60235
13576,53133
140535,4646
134242,94688
74013,131218
130791,26330
67761,75527
75301,100846
70763,116522
32630,86040
104248,85107
92599,118161
120240,38575
129023,44250
99852,132535
20224,129153
130828,134089
21456,45693
99416,47328
78954,72336
73861,13372
60951,99587
143410,121364
47714,121364
38446,43428
117053,127594
72877,102939
98791,102939
18578,18578
89580,89580
108733,121228
94362,121228
33300,48225
7572,58207
63811,12757
65193,6526
52437,6526
81705,16051
136828,54771
125388,26345
84350,24569
133691,30598
114792,27396
84063,120581
22519,39238
80472,51528
13377,81149
93858,138469
127955,139160
86547,9759
5944,111050
30094,43054
18401,84831
11420,132955
14804,114327
16070,81207
57393,1467
114431,21225
16447,58178
122988,34702
55550,54051
60342,125583
30244,1163
100349,87188
72240,48406
58444,55909
127033,51523
13855,29626
3770,26703
48303,40954
93406,123601
7443,32017
36061,95422
31734,28245
69192,124090
131284,38187
115645,129783
54120,93151
142497,69763
58936,112819
34949,64744
23519,64744
91093,71633
48607,114000
74689,62024
115645,132617
97578,5422
64230,128256
115761,219
30451,23536
97923,23536
38076,23536
132962,36485
13377,100244
96912,34485
103165,79245
104032,63668
21263,68566
19293,29401
121152,119356
112962,120350
55033,76293
42432,60465
24099,6675
127829,66890
69686,103118
140766,95555
84063,123308
33300,101138
18925,136382
69615,54616
94317,134326
105525,127011
135283,132087
61977,104153
138177,86415
15823,13956
58801,89878
43689,96673
100022,15864
631,124349
99416,123830
95491,53747
4007,9397
142770,73442
90489,133239
119434,74740
114495,102687
67026,62355
122668,139095
2478,107084
53768,37358
130078,30231
73901,7752
59820,40766
57210,57210
107080,114020
68254,116904
73901,101977
5663,86517
5370,100469
62622,29171
141616,89846
61269,46125
54115,28347
49891,57771
5827,77156
95823,128536
126029,67202
47424,102203
35290,123655
24988,16684
116294,63725
63725,96311
110136,90351
133145,113620
88254,118548
18759,52322
43638,29218
106731,131172
133691,19047
66704,25282
118211,78577
39231,72235
30634,72235
141782,48220
48303,48220
143801,21948
116234,124991
21767,102992
94510,80299
142290,86306
16207,86306
79269,115418
134070,10781
72224,28097
35704,115200
92438,95090
57330,134590
33736,134590
79082,101004
6422,92147
88254,120388
16227,54027
34633,54027
81454,54027
123884,54027
67438,57338
100349,67179
57578,35445
15823,73443
126492,140489
37996,115648
110665,122200
77688,22780
3770,132888
60342,132888
96908,77946
114700,141948
98221,50317
109544,85612
70992,55922
19719,30425
54120,14883
128032,27301
12801,112653
9116,112653
98390,34294
45546,38322
38322,38322
76912,130043
110203,133992
104032,55156
98421,50688
63725,66486
19891,20167
107067,3145
121416,3145
92599,37186
7611,95749
79696,64230
13377,80455
130642,121398
39082,57725
136675,13352
27083,125849
80683,100083
52144,124245
98221,119199
72877,83532
51463,71904
134594,122693
103608,92450
65167,76313
138214,75468
77247,49227
81454,31362
52668,77002
61519,121121
19719,85713
136419,4663
61691,98849
121519,63914
86305,119939
75903,119939
112840,135450
140937,28965
72036,122085
7443,51181
49555,46341
90028,46742
19811,60467
91020,4327
99679,105319
77156,83853
10607,7483
123722,7094
53050,94526
83717,85153
46790,40867
32056,117559
47843,92272
119530,92272
45000,63124
16345,139485
140482,61590
95807,69152
44606,49673
72877,78878
142604,130280
17443,89615
24366,125990
80182,113696
16068,136733
33736,143425
19305,106559
7723,57294
77156,71309
103038,24634
112805,53670
109630,53670
58042,50081
23724,26954
75301,112559
107267,78307
53050,82834
38076,82834
94073,49620
21497,49620
98181,29597
28198,11333
38709,55015
36061,69998
63811,59486
126103,115353
7261,64579
76,25617
25895,100065
83548,134426
126103,20124
28814,72225
120129,12518
85281,56721
133139,56721
48168,53684
114495,550
46291,46291
118092,117531
19719,126314
105525,6715
110971,132625
9278,139297
92265,49709
82877,104246
117804,81082
123022,104081
86807,104081
86755,20384
18759,98510
95573,107673
55033,61309
72119,33939
136111,33939
98714,5782
88398,50074
77,136954
58801,83398
136019,36871
12179,128206
94264,128206
24848,50516
107825,80723
21497,38348
129791,92503
141532,75240
131167,89117
31603,22848
126000,79038
86252,124307
52899,103981
65218,99701
32663,23318
33544,21816
136419,142963
76572,46669
30634,92503
113558,13201
96890,108505
67086,116706
63870,9204
87753,139054
29981,29351
40521,103251
107496,61324
54770,65142
48640,140351
41459,139866
32266,139866
141782,14155
26572,115307
2331,1751
53407,126771
95822,96538
95734,134986
200,131222
38202,40616
28560,23015
28626,12872
32239,137277
142290,118591
80472,59518
116294,134960
133375,85094
119088,12566
79511,117614
46095,37083
60179,37083
75432,37083
20270,110619
135531,100686
81826,112136
13742,11348
97955,95071
35018,43782
84063,107550
54520,4878
72981,100687
135740,21980
63445,74881
133599,100829
135819,129765
48396,29895
121416,15518
62079,11258
57503,11258
16725,136061
33736,136061
29978,27891
129782,36303
77308,3162
118285,69968
120309,33917
117726,33917
64483,8153
10485,6811
89508,26215
105525,108079
115738,80774
133974,72873
21047,82073
106135,82073
120496,56453
4800,2946
85256,115203
67540,30561
82260,119181
89416,67022
61087,111125
67439,107589
49507,65363
98791,81118
15295,25521
140319,20222
104323,139950
102561,50587
79511,130913
28507,7124
98421,8013
39339,61291
53819,138560
94404,37884
77688,37884
41400,114903
107496,44846
109664,38071
89047,45000
68301,45000
33544,46574
63740,16378
63811,75637
129976,136175
92438,136175
33736,136293
55765,60685
110416,60685
13855,60685
6436,68353
131786,25245
107265,82580
79082,2479
140619,143055
61443,113714
72086,113714
105705,27224
125298,128864
66148,12661
107067,99199
18401,136910
23519,125726
24988,86804
129177,129177
85182,50572
139286,38645
54520,79660
16595,120515
94028,79310
38076,49777
73901,77518
143183,38202
43900,106888
89853,39040
27126,118759
73901,49128
20666,63630
2795,42626
82485,33219
3709,119525
55550,104529
22006,98111
11685,142071
104032,54091
73901,6087
126444,135124
35935,130073
3709,143038
124844,78841
58233,80890
45046,62942
32247,36656
94090,114512
84876,105930
96945,6472
131084,128076
33300,128076
31545,128076
79082,20443
15144,43707
139133,43707
79578,27147
35935,12048
92129,44702
46225,54329
13377,54329
7443,113087
16345,24382
56653,50771
110102,50771
25895,138083
52144,72367
102716,48690
80532,58721
137667,1487
118092,27395
35400,111827
64048,37217
63725,22460
102599,122695
3736,8604
24427,121416
105365,121416
33917,5111
6830,115106
9590,60184
38157,58348
112838,39837
44994,53964
88246,122477
3450,66839
34413,50314
76572,82340
94404,6518
31897,6518
10607,91212
21939,2444
75083,10670
96231,15747
100728,41065
96912,13967
93488,38164
53329,61926
94862,57193
126492,64595
89508,21499
139811,44222
78815,28677
33544,92358
35935,40039
109373,104595
52816,50771
91093,50771
60342,42225
73829,5166
94609,76519
113802,89743
52144,34009
127855,47787
32927,110638
32844,112104
73901,102439
137587,90197
136437,43153
38446,56418
24790,123599
121749,79585
54120,79585
123722,79585
130074,71564
72240,102900
115064,102900
5959,133892
77632,70362
124844,93535
60951,26101
143804,136502
30882,16255
73901,28008
52816,30546
135309,107650
135155,67871
56974,37056
85281,58945
124016,49040
19293,66468
25445,66860
63942,83617
45746,6805
29978,8023
21767,66195
57503,84683
133375,51813
23653,25469
45419,93759
117726,11730
135155,11730
18066,21024
99063,115558
64048,140860
98421,107281
55550,113628
62613,136019
85256,109740
77,14509
58936,88708
8699,82301
101505,124672
56974,38341
103428,105831
89910,140625
87673,64741
9278,64741
83977,101358
72367,60169
73901,91841
5382,57140
91013,93706
46790,131815
142399,124859
30244,2318
53690,53690
138114,115940
121152,61077
82957,41883
33300,3036
40428,65564
96899,123055
21305,108117
15295,28832
128655,951
83646,951
50934,143556
76,143556
60963,53857
19526,143300
72240,11384
29990,86208
16519,41183
134925,57043
13377,74828
28156,6264
95822,48496
121568,119621
33738,126878
62622,126936
38446,43584
34499,8779
107267,108264
112776,27889
15477,127663
83717,127663
28829,27340
142327,4326
95734,85239
4007,15044
7473,117646
72877,91022
87696,99116
118634,48959
15811,48959
90224,16770
94216,113961
129844,7387
120309,124941
16345,86345
136206,104354
68203,126873
141782,126873
113790,9837
27506,143336
42623,23513
102138,61740
138286,71459
93858,7790
98221,135155
99708,80116
50906,80116
45540,53678
65167,53678
58785,5192
95822,46673
141487,28961
49036,45672
110136,128005
122452,6944
71506,48756
54520,89836
116496,52393
128655,10947
52816,10947
45179,42737
31897,66057
15518,74418
101505,65982
54520,119065
82811,78427
42432,78427
65392,20025
48640,45994
61691,42065
27196,42065
85256,25669
36359,60327
124016,60327
54120,83704
80472,101756
31813,1723
63942,82483
42219,82483
55194,82483
103428,60304
62015,14551
57887,118695
61269,611
114495,11434
135740,30279
47424,112664
109743,78113
19252,81751
93160,21882
77855,9427
109516,8803
20832,62067
110102,62067
91093,124918
67540,28824
85648,18948
40705,123485
133375,42406
43228,53815
21660,53815
113947,53815
110412,115521
82811,20025
65392,52761
127323,121790
1711,4474
29892,124858
124302,84217
77247,84217
14791,38108
85456,136629
136437,136437
33736,43628
48168,57170
48507,12497
2478,48044
94760,127281
85655,77834
30094,34135
29220,92010
67858,38108
67796,4047
138816,26031
140178,65197
18925,65197
17689,29618
84876,139524
91663,133010
32630,133010
1748,92428
121152,109206
23519,102290
4400,6038
124016,17336
129976,130408
75307,25374
110951,70303
33862,130248
106279,39949
133599,73351
63725,105907
27309,144001
111422,3601
115738,69820
80598,26917
126731,121015
18578,38567
104834,132244
123022,136460
135740,9508
27083,49395
12456,116122
102523,46578
10485,127157
100983,33131
111685,33131
34947,33131
138728,33131
141487,137857
33862,35738
85456,84820
12801,10784
47719,10784
70992,32654
19904,104536
65392,115856
27744,8702
36251,13998
136111,33529
4400,89877
48168,60412
27305,25790
19293,66785
39769,65764
131084,133482
131084,133482
86807,133482
75210,79803
8150,92462
50173,3309
34009,52144
78716,104147
15518,11132
19917,108026
115270,108026
4400,44860
88254,96355
111767,87318
21305,11334
74449,79774
9214,130182
60587,4119
3709,53968
53290,53968
63445,101926
49574,119690
62622,4379
21994,54832
103428,50439
58936,43712
100938,42256
76066,96658
131597,130840
129477,19640
20270,136462
78716,136462
27693,34937
135309,120164
142146,37113
115645,135324
2365,31149
110897,44651
46291,138884
30634,127845
137973,54700
120772,11193
2177,36287
72487,100258
44483,109189
109034,120759
18759,16347
8008,60607
11685,24252
19904,117367
129844,136794
8376,119578
138114,143263
69175,124017
92870,105955
138274,106179
117726,58594
113986,50087
25315,37485
73901,132786
109574,3009
7611,21025
94477,6667
8470,128196
5733,111687
49190,125710
127370,29270
51959,96090
27126,59993
129844,78156
3770,105290
3642,105290
999,32192
107067,97970
19394,40897
102716,135688
112666,123468
93043,54900
81826,89469
37440,2513
118164,135392
54115,36642
18401,140687
53996,135372
3709,65154
98635,44537
5051,125875
58785,132872
59279,132872
111618,131020
49206,131472
87696,131472
74455,10445
10537,113759
30451,113759
82614,61051
97431,25093
3770,99599
106726,17966
80472,137183
122546,121936
50924,30393
140047,137635
36461,27664
5944,65623
103428,20845
36675,121709
38446,89693
34499,2227
117804,83272
24493,112945
102523,142538
141782,99416
33089,33089
123135,54209
63914,37210
94760,94176
22006,63316
47498,13369
103606,13369
20912,36932
45546,51025
98138,22276
12801,139165
41228,64538
96890,68026
1087,41919
66678,69160
8946,69160
19305,83080
79794,65334
77658,13030
57432,62261
15823,87851
126000,85473
138281,143343
28603,65508
126731,124180
96908,54521
48139,130404
20270,66536
19252,105722
59102,43005
33686,6977
130074,80313
18576,101139
131167,131666
70992,121941
28829,7615
77247,85013
118809,113751
108325,135316
123561,111378
78426,60948
61269,103939
25315,84296
101505,31723
54843,83722
136615,83722
60917,9410
130494,96765
92438,96765
66773,132388
73940,689
5944,12973
46790,132785
94520,105975
22019,68156
102590,68156
65126,68156
52286,68156
90607,138424
138445,58854
63725,102448
5503,140942
60311,60311
46222,41688
46020,114227
53906,17521
84006,17521
4304,19495
76,120770
10603,42805
84063,103120
118092,124463
102523,49573
99302,61892
91093,42552
27196,47224
76898,47224
67540,126038
64564,47052
59534,140543
140543,140543
103096,61776
37478,61776
97292,140669
121152,86920
127955,97548
110102,3450
124853,39210
58785,141272
121638,28033
16008,25682
19394,405
6333,24248
109373,114663
91093,57251
21767,88759
68362,46486
94404,124370
102523,16783
68203,49262
84350,75383
41400,75383
142645,42958
34413,88069
78845,81511
11420,24029
28814,70215
32247,4014
30805,56606
80472,122593
45911,65752
37440,57664
101820,88470
136055,105397
133729,86541
129323,127205
8926,12727
79972,95898
21767,77830
34377,118147
131974,104915
30605,48663
37996,18867
53543,40861
90722,69790
36213,75575
17863,75575
48620,64670
24290,37900
64322,132014
94510,132014
70992,101030
41438,39617
62613,101471
11420,101145
693,101145
49036,119402
59279,74686
98181,89355
5733,16780
123255,81204
89215,24993
93406,103946
119325,84781
7682,9829
77688,61207
73901,36640
41438,70202
8008,106656
46509,7032
8150,88304
61745,76368
27126,46511
21040,96193
72215,36998
20270,96956
140075,18518
29137,43478
12228,4196
105525,36678
28098,39442
53543,82341
112035,49729
112962,77348
76752,33494
87976,106575
107496,125198
18759,59945
19252,50336
20718,35189
24366,5290
76473,50469
79477,106830
100942,49691
63811,135775
140619,131349
83871,19767
36762,19767
115334,29561
117274,29561
631,11498
123694,107966
88254,39027
94862,101708
63725,41258
100983,11435
138177,11841
31162,79804
27004,51133
127589,118483
133915,44844
98349,10096
112035,75309
21767,65487
38446,57399
133742,5006
49790,5006
63445,45613
35018,1237
105023,95760
50174,105526
113790,74519
38310,27286
129844,13698
9590,139536
68945,93905
37440,71889
61269,15378
71989,138894
7925,43596
99236,113682
18401,32752
135309,125312
64048,60064
122898,110195
92010,101047
102590,24638
131641,94039
27196,94039
21259,35809
70509,100721
107794,32708
88468,83288
71932,83288
138397,83288
17863,89786
101706,58712
123722,58712
122898,92560
72527,119394
116882,73613
5821,126462
20059,84839
87103,84839
139619,106370
115761,100744
112840,95490
140047,117376
37853,2474
110207,37594
7646,83572
125298,104015
21047,96976
59956,99210
81155,6016
64564,48968
17943,8961
32663,2083
43371,138890
103428,26817
32663,45089
14323,13812
113405,25328
34056,25328
141616,25328
41459,81021
89416,61915
63725,137940
47155,113348
69020,23901
99423,41383
56735,64944
2852,102420
121749,43300
31620,43300
107067,7190
16551,128901
33300,128901
124823,128901
142878,71751
43410,70563
123722,52840
7368,40155
63725,24203
33736,120434
92010,121807
121152,12133
61269,22830
94090,25496
39379,40636
27549,87054
121152,123158
10607,117412
103428,65536
50580,109473
100241,122047
45191,133809
4918,96207
133375,109023
65167,91194
34949,1402
120794,128664
71415,73802
8150,123867
109728,124267
117641,40919
118809,53240
117229,78981
42231,112630
63521,10137
85256,137576
16008,142676
102046,141807
96231,24131
87696,13627
4718,13627
135226,13627
69996,113843
107481,113843
38157,59333
27697,110496
74659,17388
55033,83386
57393,16453
8150,45128
63329,26469
72240,36092
75307,80725
130642,48354
76,48354
54115,32465
53329,6244
13377,45547
19719,105067
63233,105067
72367,105067
107481,54219
43851,54219
19891,107358
19891,62741
66447,32284
110897,63673
19719,18651
76477,25760
31107,54926
